Dummy_application_id,ever60_24m_StrictFlag,NATURE_OF_ORGANISATION,OCCUPATION_TYPE,Max_dependent,LTV,Doc_form_16,income_max,income_sum,income_min,edu_max,edu_min,age_max,age_min,cnt_coapplicant,REQUESTED_TENURE,PROPERTY_INSURANCE_AMT,Organization_type,SALARIED_SELF,CHANNEL_CODE,City_tier,FOIR2,Loan_sub_type_1,SAL_FLAG,emi_income_max,emi_income_sum
9521651,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,0.544171034,0,116353.44,116353.44,0,3,2,66,43,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,1,,Builder UNC,NONSAL,0.355451459,0.355451459
9521699,0,Government,GOVERNMENT SERVICE,1,0.501263439,0,15100,29686,14586,3,1,40,32,1,240.0000,12625.0000,2.Govt,SALARIED,CROSS SALES,3,56.64286196,Resale Ready,SAL,1.113576159,0.56642862
9523533,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.548315217,0,0,0,0,3,2,52,51,1,156.0000,11125.0000,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder UNC,NONSAL,,
9523715,0,Public Ltd. Co.,SALARIED,0,0.575316734,1,21087,21087,0,3,3,49,46,1,120.0000,7934.0000,4.Public Ltd. Co.,SALARIED,DSA,1,63.59368331,Resale Ready,SAL,0.635936833,0.635936833
9523875,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,2,0.422942792,0,20337,20337,0,2,2,56,32,1,120.0000,4066.0000,3.Private Ltd Co,SALARIED,CROSS SALES,3,108.7721886,Builder UNC,SAL,0.479421744,0.479421744
9524181,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,2,0.796473913,0,18476,18476,0,3,1,33,32,1,312.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,,Builder UNC,SAL,0.622862091,0.622862091
9524407,0,Self Employed Professional,SERVICES,2,0.220588333,0,27637.9167,27637.9167,0,2,2,52,52,1,156.0000,9301.0000,1.Others,SELF_EMP,CROSS SALES,2,,Self Construction,NONSAL,0.222122386,0.222122386
9524431,0,Private Ltd. Co.,SALARIED,2,0.549285714,1,16000,16000,0,1,1,54,46,1,168.0000,6656.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,56.48125,Self Construction,SAL,0.5648125,0.5648125
9524543,1,Private Ltd. Co.,SALARIED,3,0.290295636,0,20960,31460,10500,4,2,31,25,1,300.0000,9600.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,54.48506039,Self Construction,SAL,0.292986641,0.195200254
9525567,0,Private Ltd. Co.,SALARIED,2,0.535068134,0,32000,32000,0,4,1,58,26,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,DSA,3,50.05,Builder UNC,SAL,0.5005,0.5005
9525633,0,Self Employed Professional,PROPRIETOR,2,0.753417291,1,26043.1667,26043.1667,0,3,2,52,45,1,156.0000,6770.0000,1.Others,SELF_EMP,CROSS SALES,2,48.78055018,Builder UNC,NONSAL,0.487805502,0.487805502
9525663,0,Proprietor-Proprietorship Firm (Staff More than 25),TRADING,4,0.77650913,0,20973.25,20973.25,0,3,3,39,35,1,348.0000,10000.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Resale Ready,NONSAL,0.763973156,0.763973156
9525707,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.494524919,0,24147.3333,24147.3333,0,3,3,38,37,1,240.0000,14255.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,42.57198868,Builder Ready,NONSAL,0.425719887,0.425719887
9525823,1,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,3,0.5,0,27992.75,27992.75,0,3,3,67,35,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.353055702,0.353055702
9525923,0,Public Ltd. Co.,SALARIED,2,0.84962406,0,22314,22314,0,3,3,64,31,1,192.0000,5506.0000,4.Public Ltd. Co.,SALARIED,CROSS SALES,2,54.88034418,Resale Ready,SAL,0.261674285,0.261674285
9525975,0,Private Ltd. Co.,SALARIED,2,0.724899598,1,13729,13729,0,3,1,31,24,1,300.0000,14189.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,47.60725472,Resale Ready,SAL,0.476072547,0.476072547
9528471,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,0,0.824,0,23097,23097,0,3,3,25,22,1,240.0000,25213.0000,3.Private Ltd Co,SELF_EMP,DSA,1,56.68268606,Builder UNC,NONSAL,0.566826861,0.566826861
9531087,0,Public Ltd. Co.,SALARIED,0,0.648653333,0,24787,24787,0,3,3,60,28,1,240.0000,19320.0000,4.Public Ltd. Co.,SALARIED,UBL Sales,1,60.40263041,Resale Ready,SAL,0.604026304,0.604026304
9531177,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,0,0.810429176,0,30348.5,30348.5,0,3,3,52,26,1,156.0000,17661.0000,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.658055588,0.658055588
9532239,0,Partner-Partnership Firm (Staff More than 25),SALARIED,4,0.546506711,0,30035,49887,19852,4,3,34,34,1,240.0000,21590.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,41.41760378,Builder Ready,SAL,0.521458299,0.313949526
9534607,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,,0,41772.8333,41772.8333,0,3,1,49,45,1,228.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,,Resale Ready,NONSAL,0.285640189,0.285640189
9534647,0,Private Ltd. Co.,SALARIED,3,0.9,1,56997,56997,0,3,2,52,31,1,180.0000,7116.0000,3.Private Ltd Co,SALARIED,ALTERNATE CHANNELS,3,46.9305402,Resale Ready,SAL,0.469305402,0.469305402
9536001,0,Proprietor-Proprietorship Firm (Staff More than 25),TRADING,3,0.56810444,0,43413.75,79942,36528.25,3,3,28,26,1,300.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,48.37757374,Resale Ready,NONSAL,0.715418502,0.388519176
9536027,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,0,0.658534025,1,23321.25,23321.25,0,3,3,37,32,1,240.0000,18475.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,46.92715871,Builder Ready,NONSAL,0.469271587,0.469271587
9536719,0,Partner-Partnership Firm (Staff More than 25),Salaried,1,0.753318571,0,30000,30000,0,3,2,45,38,1,144.0000,8694.0000,3.Private Ltd Co,SALARIED,DSA,2,,Builder UNC,SAL,0.628666667,0.628666667
9536993,0,Proprietor-Proprietorship Firm (Staff More than 25),TRADING,2,0.360843027,0,24562.5,24562.5,0,3,2,73,37,1,120.0000,8903.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,27.93689567,Self Construction,NONSAL,0.279368957,0.279368957
9537137,0,Private Ltd. Co.,SALARIED,1,0.842562997,1,20067,33567,13500,3,3,28,26,1,300.0000,14105.0000,3.Private Ltd Co,SALARIED,DSA,2,,Builder UNC,SAL,0.705087955,0.421515179
9537189,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.526196929,0,100000,200000,100000,3,3,48,45,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,19.155,Builder Ready,NONSAL,0.25038,0.12519
9537287,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,1,0.651113848,0,20000,20000,0,3,2,32,25,1,240.0000,18311.0000,3.Private Ltd Co,SALARIED,DSA,2,59.51,Builder UNC,SAL,0.5681,0.5681
9538453,0,Others,SELF-EMPLOYED,1,0.546854804,0,250000,250000,0,3,2,67,34,1,300.0000,40188.0000,1.Others,SELF_EMP,CROSS SALES,2,12.9516,Resale Ready,NONSAL,0.129516,0.129516
9538487,0,Private Ltd. Co.,SALARIED,0,0.688357284,1,40050,40050,0,3,3,27,22,1,360.0000,19350.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,,Builder UNC,SAL,0.621198502,0.621198502
9538831,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.298944353,0,217938.54,217938.54,0,3,3,27,25,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder UNC,NONSAL,0.117973627,0.117973627
9538905,0,Private Ltd. Co.,SALARIED,0,0.376847464,0,25007,25007,0,3,3,32,32,1,300.0000,23388.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,35.23413444,Builder Ready,SAL,0.352341344,0.352341344
9538951,0,Private Ltd. Co.,SALARIED,0,0.770530864,0,11972,11972,0,3,3,37,37,1,264.0000,11290.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,63.35616438,Resale Ready,SAL,0.633561644,0.633561644
9540661,0,Private Ltd. Co.,SALARIED,3,0.288775333,0,18775,18775,0,3,3,37,28,1,276.0000,10911.0000,3.Private Ltd Co,SALARIED,ALTERNATE CHANNELS,3,,Resale Ready,SAL,0.426258322,0.426258322
9541007,1,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.65,0,2500,2500,0,3,3,55,35,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Builder UNC,NONSAL,4.8472,4.8472
9543985,1,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,3,0.579634313,0,35573.8333,35573.8333,0,2,1,49,40,1,180.0000,13081.0000,3.Private Ltd Co,SELF_EMP,DSA,2,51.8161758,Self Construction,NONSAL,0.518161758,0.518161758
9544227,1,Private Ltd. Co.,SALARIED,0,0.14,0,52000,52000,0,3,3,39,38,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Resale Ready,SAL,0.129461538,0.129461538
9544489,0,Government,SAL(RETIRAL AGE 58),0,0.833333333,0,15800,15800,0,3,2,32,32,1,300.0000,0.0000,2.Govt,SALARIED,CROSS SALES,2,,Builder UNC,SAL,0.572911392,0.572911392
9544777,0,Government,SAL(RETIRAL AGE 58),2,0.631280011,1,15669,15669,0,2,2,50,49,1,108.0000,3615.0000,2.Govt,SALARIED,CROSS SALES,3,47.17595252,Resale Ready,SAL,0.471759525,0.471759525
9544805,0,Government,SAL(RETIRAL AGE 58),1,0.445476529,0,24657,34145,9488,3,3,28,27,1,300.0000,13154.0000,2.Govt,SALARIED,UBL Sales,2,58.7640943,Builder UNC,SAL,0.813764854,0.587640943
9546001,0,Government,SALARIED,4,0.58575804,1,55655,55655,0,4,1,63,41,1,180.0000,11180.0000,2.Govt,SALARIED,CROSS SALES,3,44.18650615,Resale Ready,SAL,0.441865062,0.441865062
9546019,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,0,0.459367312,0,193157.5392,193157.5392,0,3,3,25,24,1,180.0000,22822.0000,3.Private Ltd Co,SALARIED,DSA,1,,Builder Ready,SAL,0.108688483,0.108688483
9546493,0,Proprietor-Proprietorship Firm (Staff More than 25),MANUFACTURING,1,0.507548304,1,28374.5833,28374.5833,0,3,3,35,32,1,240.0000,4835.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,48.63507546,Resale Ready,NONSAL,0.486350755,0.486350755
9546727,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,2,0.363636364,1,150000,150000,0,3,3,40,34,1,120.0000,7116.0000,3.Private Ltd Co,SELF_EMP,ALTERNATE CHANNELS,3,,Self Construction,NONSAL,0.188986667,0.188986667
9547305,0,Private Ltd. Co.,SALARIED,0,0.257499678,0,20078.9333,20078.9333,0,3,2,59,42,2,96.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,2,,Self Construction,SAL,0.540118334,0.540118334
9548627,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,0,0.657740108,0,15000,27000,12000,1,1,32,29,1,276.0000,13585.0000,3.Private Ltd Co,SALARIED,DSA,2,26.91481481,Builder UNC,SAL,0.484466667,0.269148148
9548655,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.55284276,0,122110.5686,122110.5686,0,3,2,57,26,1,240.0000,22188.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,11.35528248,Builder UNC,NONSAL,0.113552825,0.113552825
9548941,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.8,0,27618,27618,0,3,2,34,34,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder UNC,NONSAL,0.354225505,0.354225505
9548953,0,Private Ltd. Co.,SALARIED,0,0.45,0,18158,35158,17000,4,3,32,25,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,,Builder UNC,SAL,0.494823218,0.255560612
9549207,0,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,3,0.318170659,0,25827.9167,25827.9167,0,3,2,38,29,1,180.0000,15124.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,44.71905394,Builder Ready,NONSAL,0.447190539,0.447190539
9549257,1,Proprietor-Proprietorship Firm (Staff Less than 25),OTHERS,0,0.402621081,1,21543.75,21543.75,0,3,3,41,37,1,228.0000,17207.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,34.26515811,Others+P_Cons,NONSAL,0.342651581,0.342651581
9552605,0,Private Ltd. Co.,SALARIED,3,0.605658709,0,35000,35000,0,3,3,37,28,1,264.0000,25582.0000,3.Private Ltd Co,SALARIED,CROSS SALES,3,86.93142857,Self Construction,SAL,0.548885714,0.548885714
9553465,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.686978333,0,22397.5,42645.8333,20248.3333,2,2,37,31,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Builder Ready,NONSAL,0.854693604,0.448883244
9555133,0,Private Ltd. Co.,SAL(RETIRAL AGE 60),1,0.378325775,1,0,0,0,3,3,26,19,1,240.0000,21590.0000,3.Private Ltd Co,SALARIED,DSA,3,,Resale Ready,SAL,,
9555191,0,Private Ltd. Co.,SALARIED,0,0.739338015,0,23760,43280,19520,3,1,31,28,1,240.0000,10868.0000,3.Private Ltd Co,SALARIED,UBL Sales,2,35.65157116,Others+P_Cons,SAL,0.649410774,0.356515712
9555675,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,2,0.632164204,1,25425,25425,0,3,3,46,43,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,1,41.14454277,Builder UNC,NONSAL,0.411445428,0.411445428
9555715,0,Government,SALARIED,0,0.792762682,0,22389,30841,8452,3,3,48,25,1,156.0000,11716.0000,2.Govt,SALARIED,DSA,1,50.34207711,Builder Ready,SAL,0.693465541,0.503420771
9555813,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,3,0.849477038,1,19808.4167,19808.4167,0,2,2,37,27,1,240.0000,8911.0000,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.223844241,0.223844241
9555931,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,1,0.518652479,0,25083.1667,25083.1667,0,2,2,34,32,1,300.0000,18746.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.394527538,0.394527538
9556089,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,2,0.468162612,0,30906,30906,0,2,2,65,31,1,216.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,47.1623633,Builder UNC,SAL,0.471623633,0.471623633
9556097,0,Private Ltd. Co.,SAL(RETIRAL AGE 58),2,0.705626754,0,24800,32212,7412,3,3,47,39,1,156.0000,0.0000,3.Private Ltd Co,SALARIED,DSA,2,40.51906122,Resale Ready,SAL,0.526290323,0.405190612
9557893,0,Private Ltd. Co.,SALARIED,2,0.258920749,1,25000,25000,0,2,2,43,35,1,144.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,64.524,Others+P_Cons,SAL,0.64524,0.64524
9558471,0,Government,GOVERNMENT SERVICE,0,0.3135244,0,30013,30013,0,2,2,50,44,1,144.0000,0.0000,2.Govt,SALARIED,UBL Sales,1,,Builder Ready,SAL,0.622696831,0.622696831
9558531,0,MNC,SALARIED,2,0.618813463,1,10492,10492,0,2,2,28,27,1,240.0000,10868.0000,5.MNC,SALARIED,DSA,2,59.45482272,Builder Ready,SAL,0.594548227,0.594548227
9559615,0,Private Ltd. Co.,SALARIED,0,0.3834625,0,40000,40000,0,4,4,33,31,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Resale Ready,SAL,0.40105,0.40105
9560029,0,Private Ltd. Co.,SALARIED,2,0.849572121,0,37999,37999,0,3,1,57,32,2,240.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,41.70899234,Resale Ready,SAL,0.417089923,0.417089923
9560329,0,Government,SALARIED,0,0.506444821,0,20208,20208,0,2,2,37,36,1,276.0000,0.0000,2.Govt,SALARIED,CROSS SALES,1,61.46575614,Builder Ready,SAL,0.614657561,0.614657561
9560345,0,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,0,0.590459548,1,233105.7192,233105.7192,0,3,2,53,25,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder UNC,NONSAL,0.078783996,0.078783996
9561519,0,Others,MANAGER,3,0.677746353,0,145292.1932,145292.1932,0,2,2,37,26,1,240.0000,22460.0000,1.Others,SALARIED,DSA,1,,Builder Ready,SAL,0.144612037,0.144612037
9562035,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,0,0.718941739,0,25000,35500,10500,3,3,27,24,1,240.0000,15649.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,44.7971831,Builder UNC,SAL,0.63612,0.447971831
9562179,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.450244167,0,29295,29295,0,2,2,47,35,1,216.0000,10758.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Builder Ready,NONSAL,0.186789555,0.186789555
9562919,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.40625,0,17247.9167,17247.9167,0,3,2,50,46,1,168.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.844333855,0.844333855
9563287,0,Director-Pvt. Ltd. Co. (Staff More than 50),SALARIED,3,0.3292,0,15207,15207,0,2,2,42,38,1,216.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,3,,Builder UNC,SAL,0.539422634,0.539422634
9563337,0,Public Ltd. Co.,SALARIED,2,0.2,1,13210,13210,0,4,2,44,28,1,180.0000,0.0000,4.Public Ltd. Co.,SALARIED,CROSS SALES,3,,Builder UNC,SAL,0.411430734,0.411430734
9563447,0,Others,SALARIED,2,0.849702053,1,22027,22027,0,3,3,56,31,1,240.0000,0.0000,1.Others,SALARIED,CROSS SALES,2,33.61783266,Builder Ready,SAL,0.336178327,0.336178327
9563719,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,0,0.617326076,0,24154.6667,24154.6667,0,2,2,31,26,1,240.0000,14219.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,49.38176191,Builder Ready,NONSAL,0.493817619,0.493817619
9563973,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,0,0.4375,0,30322.5,30322.5,0,3,3,66,56,1,120.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Resale Ready,NONSAL,0.615285679,0.615285679
9564089,0,Public Ltd. Co.,SALARIED,1,0.598220897,0,17395,17395,0,3,2,30,23,1,348.0000,19720.0000,4.Public Ltd. Co.,SALARIED,CROSS SALES,2,63.08134521,Self Construction,SAL,0.630813452,0.630813452
9565415,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,0,0.805704035,0,15800,29038,13238,3,3,27,23,1,240.0000,26517.0000,3.Private Ltd Co,SALARIED,DSA,1,54.37702321,Builder Ready,SAL,0.885443038,0.481782492
9565417,0,Others,SALARIED,0,0.59783134,0,25397.0833,45397.0833,20000,2,2,28,27,1,240.0000,21844.0000,1.Others,SALARIED,CROSS SALES,2,35.98909624,Builder Ready,SAL,0.643302217,0.359890962
9565527,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,0,0.844964591,1,27660.75,27660.75,0,3,3,48,41,1,192.0000,6821.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,1,48.7043916,Resale Ready,NONSAL,0.487043916,0.487043916
9565573,0,Others,SERVICES,0,0.469674287,0,14200,14200,0,3,3,58,31,1,264.0000,7363.0000,1.Others,SALARIED,DSA,1,62.0915493,Builder UNC,SAL,0.620915493,0.620915493
9565807,0,Public Ltd. Co.,SERV-PUBLIC SECTOR,3,,0,41960,41960,0,3,2,37,32,1,240.0000,0.0000,4.Public Ltd. Co.,SALARIED,UBL Sales,3,,Builder UNC,SAL,,
9566213,0,Proprietor-Proprietorship Firm (Staff Less than 25),OTHERS,2,0.554438977,0,344563.4937,344564.4934,0.9997,4,3,38,31,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder Ready,NONSAL,0.064884993,0.064884805
9566263,0,Public Ltd. Co.,SALARIED,3,0.692307692,0,84038,84038,0,4,3,60,31,1,240.0000,0.0000,4.Public Ltd. Co.,SALARIED,CROSS SALES,2,,Resale Ready,SAL,0.523858255,0.523858255
9566373,0,Others,PROPRIETOR,2,0.597988228,0,26023.6666,26023.6666,0,2,2,28,25,1,360.0000,12565.0000,1.Others,SELF_EMP,CROSS SALES,2,33.53101672,Builder UNC,NONSAL,0.254306978,0.254306978
9566435,0,Proprietor-Proprietorship Firm (Staff Less than 25),SAL(RETIRAL AGE 58),1,0.208610525,0,14003,14003,0,4,4,32,30,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,2,43.15503821,Builder Ready,SAL,0.342283796,0.342283796
9567393,0,Private Ltd. Co.,SALARIED,0,0.417032025,1,18537,18537,0,4,2,61,27,1,240.0000,28690.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,62.61530992,Builder Ready,SAL,0.626153099,0.626153099
9567433,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,0,0.455765217,0,30420.4167,30420.4167,0,3,3,32,31,1,240.0000,16301.0000,3.Private Ltd Co,SELF_EMP,DSA,1,,Resale Ready,NONSAL,0.337109123,0.337109123
9567643,0,Private Ltd. Co.,SALARIED,1,0.5773156,1,23661.4633,23661.4633,0,4,4,29,22,1,240.0000,16519.0000,3.Private Ltd Co,SALARIED,UBL Sales,2,,Resale Ready,SAL,0.617206122,0.617206122
9567845,1,Government,SALARIED,2,0.6,0,30630,30630,0,3,2,49,49,1,96.0000,0.0000,2.Govt,SALARIED,CROSS SALES,2,,Builder UNC,SAL,0.73150506,0.73150506
9568017,1,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,0.774615875,0,41706.25,66706.25,25000,3,3,31,30,1,360.0000,0.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,1,57.87163871,Builder Ready,NONSAL,0.925616664,0.578716387
9568155,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,3,0.635564872,0,94418.665,94418.665,0,4,4,38,32,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.265636037,0.265636037
9568273,0,Private Ltd. Co.,SAL(RETIRAL AGE 58),2,0.845714286,0,22143,22143,0,3,3,31,25,1,312.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Builder UNC,SAL,0.599828388,0.599828388
9568301,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,3,0.599321797,0,29015.6667,29015.6667,0,3,3,42,24,1,180.0000,20288.0000,3.Private Ltd Co,SELF_EMP,Open Market sales,2,45.49266483,Self Construction,NONSAL,0.454926648,0.454926648
9568325,0,Government,SALARIED,2,0.723752086,0,11541,11541,0,3,3,35,31,1,180.0000,7228.0000,2.Govt,SALARIED,DIRECT,2,,Builder Ready,SAL,0.56381596,0.56381596
9568815,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,2,0.793031255,0,85003.9167,85003.9167,0,3,2,41,35,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,1,45.7343632,Resale Ready,NONSAL,0.319561746,0.319561746
9570337,0,Government,SAL(RETIRAL AGE 58),2,0.687123494,0,21663,37295,15632,3,2,33,27,1,288.0000,0.0000,2.Govt,SALARIED,CROSS SALES,2,59.2358225,Resale Ready,SAL,0.769930296,0.447218126
9570399,0,Government,SALARIED,2,0.408851808,0,29791,29791,0,3,3,42,35,1,216.0000,0.0000,2.Govt,SALARIED,CROSS SALES,2,58.63515827,Others+P_Cons,SAL,0.300124199,0.300124199
9570401,1,Proprietor-Proprietorship Firm (Staff Less than 25),OTHERS,2,0.795503252,0,47663.0833,47663.0833,0,2,2,31,31,1,300.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,39.78760644,Builder UNC,NONSAL,0.397876064,0.397876064
9570455,0,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,0,0.255218923,0,29189.5833,57619.1667,28429.5834,4,4,35,34,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,59.06715065,Self Construction,NONSAL,0.346801799,0.175688067
9570793,0,Private Ltd. Co.,SALARIED,1,0.75,0,50180,78901,28721,3,3,56,24,1,360.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder UNC,SAL,0.502710243,0.319717114
9570867,0,Private Ltd. Co.,SALARIED,1,0.643437692,0,25000,25000,0,3,3,34,32,1,300.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder UNC,SAL,0.60576,0.60576
9570973,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.503165333,0,33840.25,59722.0833,25881.8333,3,1,32,27,1,300.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Builder Ready,NONSAL,0.617489528,0.349887326
9571013,0,Private Ltd. Co.,SAL(RETIRAL AGE 58),0,0.471274495,1,20412,20412,0,3,1,45,26,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,3,59.64138742,Others+P_Cons,SAL,0.596413874,0.596413874
9571107,1,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,2,0.842912022,0,21220.6667,39202.3334,17981.6667,3,1,50,33,1,180.0000,3806.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,,Resale Ready,NONSAL,0.924429014,0.500403887
9572671,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,1,0.707858566,1,27107,27107,0,3,3,46,37,1,228.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,52.14151326,Builder Ready,NONSAL,0.521415133,0.521415133
9573583,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,2,0.205211143,0,29969.3333,29969.3333,0,3,2,59,27,1,180.0000,10000.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Resale Ready,NONSAL,0.260466255,0.260466255
9573599,0,Government,SALARIED,3,0.6531512,0,20995,39885,18890,3,2,49,23,1,240.0000,10000.0000,2.Govt,SALARIED,CROSS SALES,2,,Resale Ready,SAL,0.747987616,0.393731979
9573777,0,Others,PROPRIETOR,0,0.333333333,0,49630.9167,49630.9167,0,2,1,43,23,1,180.0000,0.0000,1.Others,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.43797297,0.43797297
