Dummy_application_id,ever60_24m_StrictFlag,NATURE_OF_ORGANISATION,OCCUPATION_TYPE,Max_dependent,LTV,Doc_form_16,income_max,income_sum,income_min,edu_max,edu_min,age_max,age_min,cnt_coapplicant,REQUESTED_TENURE,PROPERTY_INSURANCE_AMT,Organization_type,SALARIED_SELF,CHANNEL_CODE,City_tier,FOIR2,Loan_sub_type_1,SAL_FLAG,emi_income_max,emi_income_sum
5357131,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,0.529840448,0,19469,35049,0,4,1,51,31,2,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,45.73026335,Resale Ready,NONSAL,0.823257486,0.457302633
5357655,0,Private Ltd. Co.,SALARIED,0,,1,14640,14640,14640,0,0,31,25,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,ALTERNATE CHANNELS,2,,Others+P_Cons,SAL,,
5357757,0,Private Ltd. Co.,SALARIED,0,0.4255336,0,16899,16899,0,1,1,47,26,1,300.0000,12801.0000,3.Private Ltd Co,SALARIED,UBL Sales,2,,Builder Ready,SAL,0.594413871,0.594413871
5357913,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,2,0.163763066,1,30000,30000,0,4,4,33,27,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,17.36,Builder UNC,SAL,0.1736,0.1736
5358319,0,Others,AGENT,2,0.629109,0,25718.5833,25718.5833,0,2,2,42,40,1,288.0000,0.0000,1.Others,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.472926516,0.472926516
5360745,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.626270499,0,26240.8333,46608,20367.1667,1,1,46,43,1,216.0000,10317.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,58.74527978,Builder Ready,NONSAL,0.551087682,0.310268623
5362137,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,0.895484286,1,23390.6667,23390.6667,0,3,1,36,32,1,120.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,36.53594021,Resale Ready,NONSAL,0.365359402,0.365359402
5363863,0,Public Ltd. Co.,SERV-PUBLIC SECTOR,2,0.9,0,21049,21049,0,4,4,31,27,1,360.0000,0.0000,4.Public Ltd. Co.,SALARIED,CROSS SALES,1,54.0168179,Builder UNC,SAL,0.540168179,0.540168179
5364793,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,0,0.728802111,0,28297.9167,28297.9167,0,2,2,39,35,1,240.0000,4553.0000,3.Private Ltd Co,SELF_EMP,DSA,1,43.99970546,Resale Ready,NONSAL,0.439997055,0.439997055
5367611,0,Private Ltd. Co.,SALARIED,2,0.713533,0,25000,25000,0,4,3,33,31,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,IBM,1,,Resale Ready,SAL,0.55656,0.55656
5367887,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,1,0.689073333,0,21930,21930,0,3,3,32,31,1,336.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder Ready,SAL,0.522891017,0.522891017
5368075,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.45,0,19895.8333,19895.8333,0,2,2,46,43,1,264.0000,0.0000,3.Private Ltd Co,SELF_EMP,ALTERNATE CHANNELS,2,57.67539277,Self Construction,NONSAL,0.455623037,0.455623037
5368473,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,1,0.571428571,0,39510.3333,39510.3333,0,3,3,34,30,1,300.0000,0.0000,3.Private Ltd Co,SELF_EMP,ALTERNATE CHANNELS,1,,Builder UNC,NONSAL,0.465346619,0.465346619
5370331,0,Proprietor-Proprietorship Firm (Staff Less than 25),MANUFACTURING,3,0.552526752,0,18032.5833,18032.5833,0,2,2,32,22,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,48.19054406,Builder Ready,NONSAL,0.481905441,0.481905441
5370861,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,,0,18084.5833,18084.5833,0,3,2,42,35,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.814229433,0.814229433
5370995,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,1,0.627571865,1,83451.6058,83451.6058,0,3,3,52,25,1,240.0000,11025.0000,3.Private Ltd Co,SALARIED,DSA,1,,Builder UNC,SAL,0.126911878,0.126911878
5371405,1,Private Ltd. Co.,SALARIED,2,0.574375,1,16500,16500,0,3,3,43,35,1,192.0000,7416.0000,3.Private Ltd Co,SALARIED,UBL Sales,3,,Self Construction,SAL,0.6,0.6
5371473,0,Private Ltd. Co.,SALARIED,0,0.754029862,0,56000,56000,0,4,1,40,35,1,180.0000,3420.0000,3.Private Ltd Co,SALARIED,DSA,1,29.97142857,Builder Ready,SAL,0.198964286,0.198964286
5374107,0,Others,SALARIED,2,0.649999914,0,75956,75956,0,3,3,36,32,1,180.0000,4426.0000,1.Others,SALARIED,UBL Sales,2,,Resale Ready,SAL,0.167636526,0.167636526
5374203,1,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.515789474,1,11156.25,11156.25,0,2,2,38,31,1,264.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder UNC,NONSAL,0.434733894,0.434733894
5374339,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,3,0.537355289,0,22102.9167,22102.9167,0,3,2,28,27,1,240.0000,11261.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,58.56693112,Builder Ready,NONSAL,0.585669311,0.585669311
5374637,0,Others,BUSINESSMAN,0,0.5201455,0,14058.3333,14058.3333,0,2,2,43,35,1,180.0000,8000.0000,1.Others,SELF_EMP,ALTERNATE CHANNELS,2,,Resale Ready,NONSAL,0.817949024,0.817949024
5374921,0,Private Ltd. Co.,SALARIED,1,0.514599102,0,16930,16930,0,2,2,37,28,1,240.0000,4216.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,42.22090963,Others+P_Cons,SAL,0.422209096,0.422209096
5378029,0,Private Ltd. Co.,SAL(RETIRAL AGE 60),3,0.248613944,0,23008,23008,0,3,2,43,37,1,192.0000,9124.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Resale Ready,SAL,0.480789291,0.480789291
5378615,1,Private Ltd. Co.,SAL(RETIRAL AGE 58),3,0.623882261,1,25960,25960,0,3,1,35,27,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,DIRECT,2,61.13636364,Resale Ready,SAL,0.611363636,0.611363636
5380809,0,Private Ltd. Co.,SALARIED,2,0.699558174,1,14996.5,14996.5,0,3,3,25,22,1,300.0000,8008.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,59.81395659,Self Construction,SAL,0.598139566,0.598139566
5380985,0,Private Ltd. Co.,SALARIED,0,0.619547147,1,12755,12755,0,2,2,36,33,1,240.0000,4216.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,76.33085065,Others+P_Cons,SAL,0.566522932,0.566522932
5384167,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,0,0.50618352,0,47857.6825,47857.6825,0,3,3,36,34,1,180.0000,12137.0000,3.Private Ltd Co,SELF_EMP,DSA,1,42.56369915,Builder UNC,NONSAL,0.425636992,0.425636992
5384507,0,Private Ltd. Co.,SALARIED,0,0.54284409,0,11348,18848,0,1,1,54,26,2,360.0000,8945.0000,3.Private Ltd Co,SALARIED,DSA,2,59.77822581,Builder UNC,SAL,0.966425802,0.58186545
5384667,0,Private Ltd. Co.,SALARIED,0,0.525376582,0,15000,15000,0,2,1,25,24,1,360.0000,9988.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,50.62,Builder Ready,SAL,0.5062,0.5062
5384689,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,1,0.461293567,0,58768.9167,58768.9167,0,3,3,39,38,1,240.0000,6407.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,27.16231793,Resale Ready,NONSAL,0.271623179,0.271623179
5384833,0,Others,SERVICES,0,0.717948718,0,19180.0833,36152.0833,16972,3,3,39,36,1,180.0000,0.0000,1.Others,SELF_EMP,CROSS SALES,1,43.28934482,Builder Ready,NONSAL,0.815950575,0.432893448
5386407,0,Proprietor-Proprietorship Firm (Staff Less than 25),MANUFACTURING,1,0.49058684,0,32169.9167,32169.9167,0,2,2,38,36,1,312.0000,16856.0000,3.Private Ltd Co,SELF_EMP,DSA,1,88.05742416,Builder Ready,NONSAL,0.581785778,0.581785778
5386501,0,Private Ltd. Co.,SAL(RETIRAL AGE 58),3,0.567353333,0,12716,12716,0,3,2,36,26,1,360.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Builder UNC,SAL,0.612220824,0.612220824
5386903,0,Proprietor-Proprietorship Firm (Staff More than 25),TRADING,1,0.6,1,23420.5833,23420.5833,0,2,2,31,27,2,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,49.27716723,Builder Ready,NONSAL,0.492771672,0.492771672
5386961,0,Proprietor-Proprietorship Firm (Staff Less than 25),MANUFACTURING,2,0.552285833,0,29345.0833,29345.0833,0,1,1,40,32,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,48.95539008,Builder Ready,NONSAL,0.489553901,0.489553901
5387103,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,3,0.293397273,0,11763,11763,0,2,2,49,37,1,120.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,2,,Self Construction,SAL,0.740457366,0.740457366
5387383,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,2,0.142857143,1,18775.6667,18775.6667,0,4,2,38,31,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Builder Ready,NONSAL,0.270349921,0.270349921
5387417,0,Government,SALARIED,2,0.562475417,0,20145,20145,0,3,3,27,26,1,360.0000,0.0000,2.Govt,SALARIED,UBL Sales,1,58.56043683,Builder UNC,SAL,0.585604368,0.585604368
5387627,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,2,0.499639167,0,20000,20000,0,3,3,25,24,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,57.66,Builder UNC,SAL,0.5766,0.5766
5390311,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,2,0.8,1,42808.75,42808.75,0,3,3,36,28,1,336.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder UNC,NONSAL,0.484597191,0.484597191
5390437,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,0,,0,21056,21056,0,4,2,32,24,1,336.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder UNC,SAL,0.57081117,0.57081117
5390613,0,Director-Pvt. Ltd. Co. (Staff Less than 50),SALARIED,0,0.282955186,0,14000,23190,9190,3,3,34,32,1,240.0000,5732.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,42.48382924,Resale Ready,SAL,0.622714286,0.375937904
5391047,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,2,0.641619132,0,26861.8333,38861.8333,12000,3,3,31,28,1,300.0000,0.0000,3.Private Ltd Co,SALARIED,DSA,1,27.8010559,Resale Ready,SAL,0.402206353,0.278010559
5391063,0,Public Ltd. Co.,SALARIED,0,0.352963089,0,13294,13294,0,4,3,34,27,1,300.0000,8991.0000,4.Public Ltd. Co.,SALARIED,UBL Sales,1,58.53016398,Builder UNC,SAL,0.58530164,0.58530164
5391187,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,0,0.83396047,1,21171.1667,21171.1667,0,3,2,39,35,1,240.0000,6575.0000,3.Private Ltd Co,SELF_EMP,DSA,1,36.93230567,Builder UNC,NONSAL,0.369323057,0.369323057
5391219,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.524455385,0,280090.8967,280090.8967,0,3,1,59,50,1,60.0000,3584.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.105851352,0.105851352
5391231,0,Private Ltd. Co.,SALARIED,1,0.299882094,0,20000,20000,0,4,3,30,25,1,348.0000,7446.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,60.56,Builder UNC,SAL,0.6056,0.6056
5391329,0,Public Ltd. Co.,SALARIED,0,0.757575758,0,26799.75,54127.75,11853,3,1,56,26,2,240.0000,0.0000,4.Public Ltd. Co.,SALARIED,DSA,1,,Resale Ready,SAL,0.925083256,0.458027537
5391355,0,Government,SERVICES,3,0.536208328,0,22762,22762,0,1,1,34,30,1,240.0000,12238.0000,2.Govt,SALARIED,DSA,1,58.11879448,Builder Ready,SAL,0.581187945,0.581187945
5391373,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.5940325,1,32377.5833,32377.5833,0,1,1,36,35,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Resale Ready,NONSAL,0.246806561,0.246806561
5391391,1,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,1,0.510957227,0,28403.25,28403.25,0,3,2,32,31,1,240.0000,5994.0000,3.Private Ltd Co,SELF_EMP,DSA,2,22.14887381,Builder UNC,NONSAL,0.221488738,0.221488738
5391649,0,Private Ltd. Co.,SALARIED,4,0.666666667,1,21733,21733,0,3,1,62,28,1,240.0000,2682.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,36.18000276,Resale Ready,SAL,0.228914554,0.228914554
5391653,0,Private Ltd. Co.,SALARIED,2,,0,16041,16041,16041,3,3,30,30,0,300.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,,Others+P_Cons,SAL,,
5391817,0,Proprietor-Proprietorship Firm (Staff Less than 25),MANUFACTURING,0,0.342604366,1,47334.5833,47334.5833,0,2,2,34,30,1,360.0000,24135.0000,3.Private Ltd Co,SELF_EMP,DSA,2,61.27021298,Self Construction,NONSAL,0.37925759,0.37925759
5391861,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.296125616,0,26542.0833,26542.0833,0,1,1,29,28,1,120.0000,2720.0000,3.Private Ltd Co,SELF_EMP,ALTERNATE CHANNELS,3,50.57251855,Builder Ready,NONSAL,0.424307311,0.424307311
5391909,0,Others,OTHERS,0,0.645699275,0,61885.9025,61885.9025,0,2,1,34,31,1,180.0000,2530.0000,1.Others,SELF_EMP,UBL Sales,2,,Others+P_Cons,NONSAL,0.198558953,0.198558953
5392109,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.545175097,0,20601.0833,20601.0833,0,1,1,45,24,1,228.0000,8792.0000,3.Private Ltd Co,SELF_EMP,DSA,2,50.47307391,Builder Ready,NONSAL,0.504730739,0.504730739
5392647,1,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,2,0.846392667,1,21554.9167,21554.9167,0,3,2,64,36,1,204.0000,2824.0000,3.Private Ltd Co,SELF_EMP,DSA,2,56.79446676,Resale Ready,NONSAL,0.567944668,0.567944668
5393745,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.666666667,0,23585,23585,0,1,1,28,21,1,300.0000,0.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Builder Ready,NONSAL,0.856646173,0.856646173
5393747,1,Proprietor-Proprietorship Firm (Staff Less than 25),AGENT,0,0.9,0,31062.5833,31062.5833,0,3,3,44,32,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,IBM,1,45.28599526,Builder Ready,NONSAL,0.452859953,0.452859953
5393791,0,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,0,0.571428571,0,22296.5,22296.5,0,3,2,63,38,1,180.0000,3872.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Resale Ready,NONSAL,0.402215594,0.402215594
5396743,0,Private Ltd. Co.,SALARIED,0,0.3233056,1,35415,35415,0,3,3,35,30,1,120.0000,2002.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,48.25074121,Builder Ready,SAL,0.300974163,0.300974163
5401941,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,1,0.813212232,0,21586.1667,21586.1667,0,2,2,33,32,1,240.0000,9525.0000,3.Private Ltd Co,SELF_EMP,DSA,3,59.72806649,Builder Ready,NONSAL,0.597280665,0.597280665
5402043,0,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,2,0.469860857,1,25575.75,25575.75,0,2,2,27,21,1,360.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,,Self Construction,NONSAL,0.612337859,0.612337859
5405331,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,3,0.346166894,1,28046.6667,28046.6667,0,3,2,38,28,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,29.89303538,Self Construction,NONSAL,0.298930354,0.298930354
5406251,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,4,0.741805475,1,31271.25,31271.25,0,2,2,49,40,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,46.6019107,Builder UNC,NONSAL,0.466019107,0.466019107
5406755,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,0,0.634100517,1,22400,22400,0,2,2,48,28,1,180.0000,5975.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.696383929,0.696383929
5411163,1,Private Ltd. Co.,SALARIED,1,0.714285714,0,17740,25599,0,3,2,48,20,2,180.0000,0.0000,3.Private Ltd Co,SALARIED,DSA,2,,Resale Ready,SAL,1.623957159,1.125395523
5412855,0,Public Ltd. Co.,SAL(RETIRAL AGE 58),2,0.833231552,0,10189,10189,0,3,2,35,31,1,240.0000,0.0000,4.Public Ltd. Co.,SALARIED,UBL Sales,3,60.30032388,Builder UNC,SAL,0.603003239,0.603003239
5416951,0,Private Ltd. Co.,SALARIED,0,0.422723861,1,18537,18537,0,3,2,28,23,1,240.0000,4258.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,27.59885634,Others+P_Cons,SAL,0.275988563,0.275988563
5419963,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,0,,1,27700,27700,0,3,3,36,31,1,240.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder Ready,SAL,0.403176895,0.403176895
5420671,0,Private Ltd. Co.,SALARIED,0,0.661330275,1,13020,13020,0,3,2,30,29,1,240.0000,4595.0000,3.Private Ltd Co,SALARIED,UBL Sales,2,38.17204301,Builder Ready,SAL,0.38172043,0.38172043
5423735,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,0,0.814485981,0,21453,32868,11415,3,3,30,27,1,300.0000,0.0000,3.Private Ltd Co,SALARIED,DSA,1,52.37617135,Builder UNC,SAL,0.802451872,0.523761714
5423739,1,,,1,0.683422,0,39056,39056,0,4,3,36,31,1,300.0000,0.0000,1.Others,OTHERS,DSA,1,,Builder UNC,NONSAL,0.505044039,0.505044039
5424195,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,0,0.792918288,0,65000,65000,0,3,3,36,29,1,276.0000,4249.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,55.50153846,Builder UNC,SAL,0.294892308,0.294892308
5426965,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,2,0.6206404,0,127761,127761,0,3,1,48,40,1,120.0000,6373.0000,3.Private Ltd Co,SALARIED,CROSS SALES,1,,Builder UNC,SAL,0.167288922,0.167288922
5429171,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,1,0.580720093,0,25376.1667,25376.1667,0,2,2,37,33,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,40.14002635,Builder Ready,NONSAL,0.401400264,0.401400264
5431831,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.513842282,1,21395.6667,21395.6667,0,2,2,36,31,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,58.32022051,Builder Ready,NONSAL,0.583202205,0.583202205
5431909,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,1,0.871408779,0,30030,30030,0,3,2,36,29,1,288.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,1,54.26240426,Builder UNC,SAL,0.542624043,0.542624043
5432069,0,Proprietor-Proprietorship Firm (Staff More than 25),MANUFACTURING,0,0.4,0,224071,224071,0,3,3,33,30,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,3,,Builder UNC,NONSAL,0.03946517,0.03946517
5432205,0,Proprietor-Proprietorship Firm (Staff Less than 25),BUSINESSMAN,0,0.6860825,0,29260.3333,51614,22353.6667,3,2,42,40,1,240.0000,7586.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Builder Ready,NONSAL,0.65546075,0.371585229
5432555,0,Proprietor-Proprietorship Firm (Staff Less than 25),TRADING,0,0.699141704,1,20742.0833,20742.0833,0,3,2,37,33,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,2,60.4037686,Builder Ready,NONSAL,0.604037686,0.604037686
5432749,0,Government,SERVICES,0,0.520831667,0,24523,24523,0,3,3,44,22,1,180.0000,0.0000,2.Govt,SALARIED,CROSS SALES,1,54.61811361,Resale Ready,SAL,0.546181136,0.546181136
5435621,0,Private Ltd. Co.,SALARIED,3,0.5009956,0,20000,20000,0,3,3,41,29,1,231.0000,0.0000,3.Private Ltd Co,SALARIED,IBM,1,,Resale Ready,SAL,0.618,0.618
5438705,0,Government,SALARIED,0,0.840632155,0,20900,20900,0,3,3,34,31,1,240.0000,5269.0000,2.Govt,SALARIED,CROSS SALES,2,50.66507177,Builder Ready,SAL,0.506650718,0.506650718
5442275,0,Proprietor-Proprietorship Firm (Staff More than 25),SAL(RETIRAL AGE 58),2,0.559962669,0,44742.4283,44742.4283,0,3,3,49,43,1,108.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Builder UNC,SAL,0.392267489,0.392267489
5444985,0,Private Ltd. Co.,SALARIED,0,0.413309152,0,15987.4168,15987.4168,0,4,3,46,45,1,168.0000,0.0000,3.Private Ltd Co,SALARIED,UBL Sales,2,,Builder Ready,SAL,0.617860917,0.617860917
5445513,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,3,0.411297432,0,24739.9167,24739.9167,0,2,1,36,30,1,300.0000,5869.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,38.09632876,Builder Ready,NONSAL,0.380963288,0.380963288
5448377,0,Private Ltd. Co.,SALARIED,0,0.652173913,0,57040,57040,0,4,4,29,29,1,144.0000,0.0000,3.Private Ltd Co,SALARIED,DSA,2,31.35168303,Builder UNC,SAL,0.31351683,0.31351683
5448563,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,4,0.563728333,1,26299.75,26299.75,0,3,2,40,39,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,55.12219698,Builder UNC,NONSAL,0.55122197,0.55122197
5449057,0,Government,SALARIED,2,0.797525255,1,81103,81103,0,4,3,47,42,1,120.0000,5478.0000,2.Govt,SALARIED,DSA,3,55.01769355,Resale Ready,SAL,0.550176936,0.550176936
5451449,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.655447757,1,32503,32503,0,4,1,39,22,1,240.0000,5850.0000,3.Private Ltd Co,SELF_EMP,UBL Sales,3,,Resale Ready,NONSAL,0.438913331,0.438913331
5452315,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,2,0.862955347,0,27059,27059,0,2,2,36,29,1,276.0000,0.0000,3.Private Ltd Co,SALARIED,CROSS SALES,3,41.91950922,Builder Ready,SAL,0.419195092,0.419195092
5454777,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,0,0.893333333,0,20306.25,20306.25,0,3,3,42,39,1,180.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,37.50076947,Builder UNC,NONSAL,0.375007695,0.375007695
5454921,0,MNC,SALARIED,2,,0,56635,56635,0,3,2,44,37,1,300.0000,0.0000,5.MNC,SALARIED,DSA,2,,Builder UNC,SAL,0.16232012,0.16232012
5455081,0,MNC,SAL(RETIRAL AGE 58),0,0.444541272,0,12900,12900,0,3,3,44,26,1,180.0000,3794.0000,5.MNC,SALARIED,UBL Sales,3,56.45736434,Builder Ready,SAL,0.564573643,0.564573643
5455107,0,Public Ltd. Co.,SALARIED,2,0.877652766,1,31821,31821,0,4,1,44,24,1,240.0000,3643.0000,4.Public Ltd. Co.,SALARIED,DSA,2,57.42748499,Resale Ready,SAL,0.57427485,0.57427485
5456111,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,,0,28606.0833,28606.0833,0,3,3,37,34,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder UNC,NONSAL,0.519994291,0.519994291
5456281,0,Public Ltd. Co.,SALARIED,2,0.520074891,0,318567,318567,0,4,3,44,40,1,216.0000,15853.0000,4.Public Ltd. Co.,SALARIED,UBL Sales,2,,Builder Ready,SAL,0.083580534,0.083580534
5458285,0,Private Ltd. Co.,SALARIED,0,0.758448315,1,11044,11044,0,2,1,31,28,1,240.0000,4216.0000,3.Private Ltd Co,SALARIED,CROSS SALES,2,60.204636,Others+P_Cons,SAL,0.60204636,0.60204636
5461993,0,Government,SALARIED,1,0.638633913,0,20000,33736,13736,3,3,49,32,1,240.0000,11954.0000,2.Govt,SALARIED,DSA,1,58.19599241,Builder Ready,SAL,0.98165,0.581959924
5462119,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.71302232,0,73690.8333,90496.5,16805.6667,3,3,33,32,1,240.0000,8732.0000,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,48.78862718,Builder UNC,NONSAL,0.337396103,0.274739907
5462691,0,Partner-Partnership Firm (Staff More than 25),MANUFACTURING,3,0.685076319,0,27382.25,27382.25,0,3,3,37,33,1,240.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,44.62014626,Builder Ready,NONSAL,0.446201463,0.446201463
5465545,0,Partner-Partnership Firm (Staff More than 10 & Less than 25),SERV-PRIVATE SECTOR,0,0.664425106,0,39400,39400,0,3,3,43,43,1,204.0000,0.0000,3.Private Ltd Co,SALARIED,ALTERNATE CHANNELS,1,48.84263959,Builder UNC,SAL,0.401319797,0.401319797
5465563,0,Private Ltd. Co.,SALARIED,0,0.508330867,0,15500,22000,6500,3,3,40,36,1,216.0000,6919.0000,3.Private Ltd Co,SALARIED,DSA,1,48.35454545,Builder UNC,SAL,0.686322581,0.483545455
5465775,0,Public Ltd. Co.,SAL(RETIRAL AGE 58),0,0.728179025,0,21409,21409,0,3,2,41,37,1,240.0000,0.0000,4.Public Ltd. Co.,SALARIED,DSA,2,63.28179737,Builder Ready,SAL,0.632817974,0.632817974
5468295,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,1,0.483304286,0,28301.5833,28301.5833,0,3,1,46,33,1,120.0000,0.0000,3.Private Ltd Co,SELF_EMP,DSA,2,,Resale Ready,NONSAL,0.164655099,0.164655099
5468639,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,1,0.726544118,0,29863,48516,18653,3,3,30,28,1,360.0000,0.0000,3.Private Ltd Co,SALARIED,DSA,1,,Builder Ready,SAL,0.772159529,0.475286503
